id,arabic_word,frequency,english_translation,chinese_translation,status
2843,الكويتي,23289,,,new
2844,الكهربائية,23284,,,new
2845,نينتندو,23279,,,new
2846,المأهول,23275,,,new
2847,بنغلاديش,23273,,,new
2848,المرتبطة,23255,,,new
2849,شمس,23239,,,new
2850,خطة,23217,,,new
2851,مساحتها,23214,,,new
2852,كيم,23213,,,new
2853,للولايات,23194,,,new
2854,شعبية,23184,,,new
2855,الرباط,23180,,,new
2856,تحسين,23178,,,new
2857,طهران,23177,,,new
2858,مسيحية,23168,,,new
2859,صلى,23155,,,new
2860,نصيب,23152,,,new
2861,الأسترالية,23148,,,new
2862,البرامج,23140,,,new
2863,مايكروسوفت,23137,,,new
2864,هندي,23136,,,new
2865,طلاب,23126,,,new
2866,سويديون,23106,,,new
2867,دولي,23094,,,new
2868,لويزيانا,23090,,,new
2869,ضباط,23073,,,new
2870,تعريف,23069,,,new
2871,الأمة,23067,,,new
2872,الأولية,23055,,,new
2873,الكندي,23040,,,new
2874,الإيراني,23039,,,new
2875,الأخبار,23033,,,new
2876,ولاعبات,23030,,,new
2877,معجم,23017,,,new
2878,الفردي,23011,,,new
2879,الطبي,23011,,,new
2880,جدة,23006,,,new
2881,المغربي,22998,,,new
2882,بمدينة,22992,,,new
2883,بيانو,22984,,,new
2884,علمية,22976,,,new
2885,عكس,22963,,,new
2886,القضاء,22959,,,new
2887,استرجاع,22944,,,new
2888,فني,22933,,,new
2889,كبار,22925,,,new
2890,الأيام,22902,,,new
2891,وفاز,22902,,,new
2892,سلام,22900,,,new
2893,بلغت,22898,,,new
2894,تقييم,22889,,,new
2895,جندي,22887,,,new
2896,العلاقة,22884,,,new
2897,وصول,22882,,,new
2898,ملاكمون,22882,,,new
2899,أصغر,22879,,,new
2900,المسيرة,22855,,,new
2901,النيل,22843,,,new
2902,الإصابة,22820,,,new
2903,القادر,22819,,,new
2904,سقوط,22810,,,new
2905,روسي,22806,,,new
2906,مستخدمة,22775,,,new
2907,فريد,22772,,,new
2908,الليل,22766,,,new
2909,غرفة,22751,,,new
2910,الكتلة,22746,,,new
2911,أراضي,22740,,,new
2912,ميدان,22740,,,new
2913,شيخ,22738,,,new
2914,وهذه,22721,,,new
2915,موسيقيو,22702,,,new
2916,والمعلومات,22701,,,new
2917,بمثابة,22696,,,new
2918,الشاعر,22695,,,new
2919,الزمنية,22688,,,new
2920,العدين,22685,,,new
2921,نجاح,22682,,,new
2922,الر,22680,,,new
2923,فاصل,22678,,,new
2924,قومي,22675,,,new
2925,مشارك,22671,,,new
2926,الأعراق,22669,,,new
2927,جاز,22669,,,new
2928,يوتيوب,22656,,,new
2929,وترتيبه,22646,,,new
2930,الدبلوماسي,22645,,,new
2931,الهجري,22644,,,new
2932,داكوتا,22644,,,new
2933,كلمات,22621,,,new
2934,الرياضيات,22592,,,new
2935,طبيعة,22592,,,new
2936,تايوان,22583,,,new
2937,ميونخ,22574,,,new
2938,عنصر,22562,,,new
2939,مهم,22553,,,new
2940,الزراعية,22553,,,new
2941,مؤرخ,22553,,,new
2942,داعش,22549,,,new
2943,الكورية,22537,,,new
2944,الكلمة,22533,,,new
2945,سير,22531,,,new
2946,علن,22511,,,new
2947,شرت,22506,,,new
2948,الرئاسية,22501,,,new
2949,أبحاث,22490,,,new
2950,موت,22479,,,new
2951,اجتماع,22471,,,new
2952,أطباء,22445,,,new
2953,فإنه,22439,,,new
2954,مواد,22430,,,new
2955,العناصر,22430,,,new
2956,التمويل,22423,,,new
2957,الهجرة,22414,,,new
2958,ساحة,22409,,,new
2959,اللبناني,22405,,,new
2960,مستويات,22389,,,new
2961,وسلم,22386,,,new
2962,الحلقات,22383,,,new
2963,النوادي,22382,,,new
2964,إسكتلنديون,22351,,,new
2965,تعزيز,22338,,,new
2966,سلطة,22328,,,new
2967,هنود,22326,,,new
2968,الإقليمية,22315,,,new
2969,وكتاب,22308,,,new
2970,الخارج,22299,,,new
2971,القطاع,22292,,,new
2972,البريد,22286,,,new
2973,بجائزة,22279,,,new
2974,كفر,22267,,,new
2975,جوجل,22266,,,new
2976,نمط,22258,,,new
2977,لائحة,22251,,,new
2978,آيسلندا,22228,,,new
2979,الفردية,22216,,,new
2980,قيثارة,22209,,,new
2981,أوزبكستان,22207,,,new
2982,التحالف,22181,,,new
2983,مسلمون,22178,,,new
2984,توفير,22175,,,new
2985,ولي,22169,,,new
2986,تزوج,22160,,,new
2987,النجم,22156,,,new
2988,قدرة,22131,,,new
2989,شكرا,22127,,,new
2990,الأطلسي,22124,,,new
2991,بوكس,22123,,,new
2992,نصر,22114,,,new
2993,العدل,22107,,,new
2994,هيل,22104,,,new
2995,المعدنية,22099,,,new
2996,استمرت,22072,,,new
2997,ابنه,22055,,,new
2998,تعاقب,22036,,,new
2999,اليمين,22032,,,new
3000,قا,22031,,,new
3001,هارفارد,22025,,,new
3002,التطور,22022,,,new
3003,سياحي,22016,,,new
3004,الفتح,21992,,,new
3005,قبائل,21985,,,new
3006,القانوني,21980,,,new
3007,طرابلس,21960,,,new
3008,مبارك,21941,,,new
3009,تدريب,21935,,,new
3010,نسب,21934,,,new
3011,اضطراب,21932,,,new
3012,حصار,21911,,,new
3013,مغامرات,21910,,,new
3014,عازف,21892,,,new
3015,الكون,21891,,,new
3016,مغنو,21888,,,new
3017,وممثلات,21886,,,new
3018,افتتاح,21873,,,new
3019,كريستيان,21868,,,new
3020,الصحافة,21866,,,new
3021,الحروب,21865,,,new
3022,اللاتينيون,21862,,,new
3023,قدمت,21857,,,new
3024,تجربة,21850,,,new
3025,البطولات,21844,,,new
3026,الفهرس,21842,,,new
3027,مقدونيا,21807,,,new
3028,التسمية,21804,,,new
3029,ميشيل,21803,,,new
3030,المصطلح,21781,,,new
3031,طوال,21776,,,new
3032,وصلت,21766,,,new
3033,الدخل,21761,,,new
3034,دانيال,21734,,,new
3035,القدر,21731,,,new
3036,ريفية,21719,,,new
3037,المنتجات,21713,,,new
3038,كامبريدج,21703,,,new
3039,آنا,21684,,,new
3040,القياسي,21675,,,new
3041,بو,21673,,,new
3042,نشاط,21652,,,new
3043,سيكون,21647,,,new
3044,الوحيدة,21646,,,new
3045,كوستاريكا,21642,,,new
3046,سورة,21640,,,new
3047,دراج,21638,,,new
3048,كوري,21636,,,new
3049,الهولندي,21630,,,new
3050,الكربون,21625,,,new
3051,الميلادي,21625,,,new
3052,وجدت,21621,,,new
3053,الهسبانيون,21615,,,new
3054,السجن,21614,,,new
3055,تؤدي,21603,,,new
3056,واضح,21602,,,new
3057,رضا,21599,,,new
3058,دراجات,21593,,,new
3059,أسباب,21581,,,new
3060,إنترنت,21563,,,new
3061,الجدول,21561,,,new
3062,منصة,21560,,,new
3063,مثلا,21529,,,new
3064,البيئية,21521,,,new
3065,الت,21509,,,new
3066,مالطا,21502,,,new
3067,مختلط,21500,,,new
3068,أسود,21498,,,new
3069,أبين,21486,,,new
3070,المتحركة,21478,,,new
3071,حياتها,21474,,,new
3072,تنس,21464,,,new
3073,ساعات,21460,,,new
3074,العلوي,21459,,,new
3075,إحصائيات,21458,,,new
3076,الفائز,21455,,,new
3077,يونغ,21426,,,new
3078,متاحف,21425,,,new
3079,يبدأ,21422,,,new
3080,العدالة,21417,,,new
3081,فشل,21414,,,new
3082,السيدة,21414,,,new
3083,التأثير,21394,,,new
3084,ضمان,21383,,,new
3085,الحديد,21381,,,new
3086,يهودي,21381,,,new
3087,الفلسفة,21377,,,new
3088,عراقيون,21366,,,new
3089,كيفية,21361,,,new
3090,ملايين,21359,,,new
3091,عموم,21350,,,new
3092,عراقي,21342,,,new
3093,مرور,21329,,,new
3094,باستثناء,21326,,,new
3095,الضفة,21325,,,new
3096,بث,21323,,,new
3097,جرى,21317,,,new
3098,سوس,21297,,,new
3099,سفن,21288,,,new
3100,والتر,21276,,,new
3101,كمية,21274,,,new
3102,دستور,21251,,,new
3103,يقدم,21249,,,new
3104,للإناث,21244,,,new
3105,عبدالله,21229,,,new
3106,والتعليم,21220,,,new
3107,ديل,21207,,,new
3108,ماسة,21203,,,new
3109,زوجة,21198,,,new
3110,هوية,21197,,,new
3111,ميخائيل,21197,,,new
3112,بوليفيا,21194,,,new
3113,وأ,21193,,,new
3114,الأرثوذكسية,21192,,,new
3115,يصبح,21183,,,new
3116,الذهب,21164,,,new
3117,كريس,21159,,,new
3118,وله,21131,,,new
3119,فيكتوريا,21126,,,new
3120,البلدين,21125,,,new
3121,تلميح,21115,,,new
3122,السفر,21112,,,new
3123,الأدوية,21110,,,new
3124,توفر,21108,,,new
3125,التحتية,21104,,,new
3126,صينية,21103,,,new
3127,اللواء,21093,,,new
3128,ناجي,21093,,,new
3129,السنغال,21089,,,new
3130,إنسان,21086,,,new
3131,الجيل,21085,,,new
3132,الأربعة,21081,,,new
3133,حرية,21081,,,new
3134,انتقال,21069,,,new
3135,مكافحة,21069,,,new
3136,وموسيقيات,21063,,,new
3137,مرتبطة,21059,,,new
3138,فقال,21034,,,new
3139,عملت,21030,,,new
3140,خطر,21021,,,new
3141,ضع,21012,,,new
3142,بنما,21002,,,new
3143,الجلد,21001,,,new
3144,زوجته,20999,,,new
3145,البحري,20987,,,new
3146,المعارضة,20981,,,new
3147,المجاورة,20979,,,new
3148,قليل,20967,,,new
3149,فلاسفة,20945,,,new
3150,استقلال,20927,,,new
3151,مربوطة,20912,,,new
3152,الشعيبة,20911,,,new
3153,بتوقيت,20898,,,new
3154,اعتماد,20880,,,new
3155,عرضها,20876,,,new
3156,المحيطة,20875,,,new
3157,الحماية,20875,,,new
3158,تحول,20857,,,new
3159,أكسيد,20856,,,new
3160,ثلاثي,20855,,,new
3161,للأندية,20853,,,new
3162,المقال,20841,,,new
3163,الأثرية,20828,,,new
3164,الإذاعة,20827,,,new
3165,والعلوم,20818,,,new
3166,مغربي,20818,,,new
3167,الأسد,20813,,,new
3168,فردية,20808,,,new
3169,السادسة,20806,,,new
3170,كجزء,20805,,,new
3171,سيما,20802,,,new
3172,دراجة,20780,,,new
3173,المدى,20772,,,new
3174,طائر,20771,,,new
3175,جودة,20753,,,new
3176,خسر,20752,,,new
3177,جاكسون,20750,,,new
3178,أيرلنديون,20746,,,new
3179,النظرية,20736,,,new
3180,منشورات,20732,,,new
3181,سبق,20727,,,new
3182,الش,20715,,,new
3183,للحذف,20710,,,new
3184,الغابات,20707,,,new
3185,فضلك,20696,,,new
3186,مالية,20665,,,new
3187,مخرجو,20658,,,new
3188,أولى,20655,,,new
3189,النمساوية,20643,,,new
3190,العرش,20603,,,new
3191,قطعة,20600,,,new
3192,المسرحية,20597,,,new
3193,الحر,20585,,,new
3194,جامعي,20574,,,new
3195,الجريمة,20573,,,new
3196,والأصغر,20571,,,new
3197,حاول,20564,,,new
3198,مريم,20564,,,new
3199,تختلف,20562,,,new
3200,حاسوب,20556,,,new
3201,دييغو,20516,,,new
3202,الجنرال,20511,,,new
3203,سوري,20504,,,new
3204,الغزو,20497,,,new
3205,والأربعون,20490,,,new
3206,مبنية,20468,,,new
3207,قضايا,20467,,,new
3208,فضاء,20432,,,new
3209,المسجلة,20422,,,new
3210,بسيط,20415,,,new
3211,عم,20415,,,new
3212,ركلات,20406,,,new
3213,لوني,20404,,,new
3214,النصف,20404,,,new
3215,عامر,20404,,,new
3216,مصطلحات,20361,,,new
3217,المواطنة,20360,,,new
3218,وحصل,20360,,,new
3219,شهدت,20358,,,new
3220,ففي,20343,,,new
3221,المنتج,20335,,,new
3222,كوم,20334,,,new
3223,مراحل,20333,,,new
3224,الحمل,20322,,,new
3225,السابعة,20319,,,new
3226,مطلق,20319,,,new
3227,العصبي,20311,,,new
3228,الأسماك,20304,,,new
3229,التعبير,20300,,,new
3230,ربيع,20300,,,new
3231,جوية,20300,,,new
3232,سوبر,20284,,,new
3233,زيد,20271,,,new
3234,مم,20263,,,new
3235,طلبات,20263,,,new
3236,رموز,20257,,,new
3237,مجالات,20248,,,new
3238,أصدر,20239,,,new
3239,بكثير,20233,,,new
3240,سمك,20207,,,new
3241,قطار,20207,,,new
3242,مجرد,20197,,,new
3243,جامايكا,20192,,,new
3244,أنغولا,20180,,,new
3245,ألبرت,20157,,,new
3246,إفريقية,20157,,,new
3247,إسحاق,20147,,,new
3248,احمد,20145,,,new
3249,طرف,20135,,,new
3250,الذاكرة,20119,,,new
3251,الحقيقي,20118,,,new
3252,تاريخي,20110,,,new
3253,رسول,20107,,,new
3254,إمكانية,20105,,,new
3255,القيام,20105,,,new
3256,الأبحاث,20095,,,new
3257,مسيحيون,20089,,,new
3258,أسترالية,20084,,,new
3259,القضية,20075,,,new
3260,آباد,20070,,,new
3261,شريف,20067,,,new
3262,أسلوب,20065,,,new
3263,جنود,20059,,,new
3264,الرحلة,20043,,,new
3265,متوسطة,20036,,,new
3266,ذكرت,20033,,,new
3267,مناصب,20032,,,new
3268,حصيلة,20022,,,new
3269,لحقوق,20005,,,new
3270,تطابق,19995,,,new
3271,الرسالة,19986,,,new
3272,الجو,19981,,,new
3273,الأرضية,19980,,,new
3274,تتميز,19977,,,new
3275,أحيان,19975,,,new
3276,الجنود,19973,,,new
3277,مقاومة,19966,,,new
3278,الكاميرون,19960,,,new
3279,كردستان,19949,,,new
3280,الويكي,19947,,,new
3281,عالمية,19945,,,new
3282,بالنادي,19943,,,new
3283,تايلور,19942,,,new
3284,أندرسون,19938,,,new
3285,نفذ,19918,,,new
3286,لد,19910,,,new
3287,صيني,19908,,,new
3288,ويلسون,19898,,,new
3289,طابع,19887,,,new
3290,والميدان,19882,,,new
3291,تحتاج,19869,,,new
3292,لاتفيا,19868,,,new
3293,علامات,19865,,,new
3294,ترامب,19862,,,new
3295,وجهة,19859,,,new
3296,تكوين,19857,,,new
3297,انه,19856,,,new
3298,للمرة,19848,,,new
3299,بصورة,19846,,,new
3300,مقال,19845,,,new
3301,شرف,19839,,,new
3302,الكهرباء,19838,,,new
3303,مشاكل,19823,,,new
3304,ومنها,19822,,,new
3305,ياب,19815,,,new
3306,آرثر,19807,,,new
3307,تمكن,19802,,,new
3308,تجارة,19798,,,new
3309,وخلال,19792,,,new
3310,مكناس,19790,,,new
3311,الجزر,19783,,,new
3312,الحقبة,19782,,,new
3313,فريدريك,19777,,,new
3314,بيع,19767,,,new
3315,نجد,19761,,,new
3316,الحجر,19759,,,new
3317,آلة,19758,,,new
3318,باراغواي,19741,,,new
3319,إنها,19736,,,new
3320,الفيدرالية,19733,,,new
3321,المجرية,19729,,,new
3322,تعليمية,19728,,,new
3323,الأدبية,19719,,,new
3324,ورئيس,19717,,,new
3325,حديد,19711,,,new
3326,منتجات,19703,,,new
3327,الوظيفة,19686,,,new
3328,ول,19680,,,new
3329,أكسفورد,19664,,,new
3330,الثلاث,19663,,,new
3331,هندية,19663,,,new
3332,رعاية,19662,,,new
3333,الموسيقية,19660,,,new
3334,لحم,19658,,,new
3335,الصحي,19649,,,new
3336,بأكملها,19641,,,new
3337,البصرة,19624,,,new
3338,الغاز,19611,,,new
3339,نظم,19606,,,new
3340,يوما,19590,,,new
3341,عبيد,19590,,,new
3342,ترشح,19587,,,new
3343,تدور,19576,,,new
3344,فلسطينيون,19559,,,new
3345,طلق,19555,,,new
3346,تحالف,19547,,,new
3347,الكاريبي,19547,,,new
3348,تعدادي,19542,,,new
3349,التمييز,19534,,,new
3350,الأديان,19529,,,new
3351,وايت,19516,,,new
3352,التاريخي,19514,,,new
3353,مثليون,19512,,,new
3354,رعب,19507,,,new
3355,انحراف,19492,,,new
3356,التجاري,19482,,,new
3357,الرأي,19474,,,new
3358,الخارجي,19465,,,new
3359,حاصلون,19459,,,new
3360,الاحترافية,19456,,,new
3361,سريلانكا,19439,,,new
3362,زعيم,19434,,,new
3363,أقيمت,19424,,,new
3364,تصبح,19415,,,new
3365,خلية,19414,,,new
3366,ويمبلدون,19412,,,new
3367,طبقة,19403,,,new
3368,السطح,19400,,,new
3369,خلايا,19393,,,new
3370,مسبق,19393,,,new
3371,المطلق,19383,,,new
3372,خسائر,19383,,,new
3373,بالعربية,19377,,,new
3374,الفعل,19372,,,new
3375,محلات,19359,,,new
3376,العصبية,19356,,,new
3377,تأسس,19353,,,new
3378,الابن,19350,,,new
3379,غزو,19329,,,new
3380,صلة,19328,,,new
3381,الحقيقة,19320,,,new
3382,نيوزيلنديون,19316,,,new
3383,يتضمن,19309,,,new
3384,يونسكو,19308,,,new
3385,التشغيل,19274,,,new
3386,المباني,19251,,,new
3387,حماس,19246,,,new
3388,فازت,19242,,,new
3389,القلعة,19240,,,new
3390,بعلامات,19234,,,new
3391,الخلافة,19231,,,new
3392,الجبال,19230,,,new
3393,إلغاء,19204,,,new
3394,المسيحيين,19201,,,new
3395,قرر,19192,,,new
3396,يوتا,19187,,,new
3397,اشتهر,19171,,,new
3398,المسيحي,19163,,,new
3399,البرتغالية,19160,,,new
3400,الأداء,19152,,,new
3401,وقف,19149,,,new
3402,وعشرون,19146,,,new
3403,بروتين,19138,,,new
3404,قوية,19132,,,new
3405,تدخل,19124,,,new
3406,تشيلسي,19123,,,new
3407,فندق,19121,,,new
3408,استخدامها,19117,,,new
3409,تراث,19111,,,new
3410,تعليقك,19111,,,new
3411,محركات,19110,,,new
3412,الجمعة,19105,,,new
3413,رود,19084,,,new
3414,نزاعات,19081,,,new
3415,المستخدمين,19079,,,new
3416,ور,19077,,,new
3417,اللاحقة,19068,,,new
3418,حمزة,19067,,,new
3419,وظائف,19064,,,new
3420,إلي,19064,,,new
3421,أوراق,19063,,,new
3422,مايك,19058,,,new
3423,يشمل,19052,,,new
3424,والنشر,19051,,,new
3425,داود,19049,,,new
3426,القادم,19049,,,new
3427,البث,19041,,,new
3428,ثقافي,19027,,,new
3429,سول,19013,,,new
3430,المستقلة,19010,,,new
3431,تستغرق,19007,,,new
3432,الجماعية,18989,,,new
3433,أندرو,18980,,,new
3434,عضوا,18970,,,new
3435,الكويتية,18968,,,new
3436,خيار,18965,,,new
3437,قانونية,18965,,,new
3438,الح,18962,,,new
3439,ديوان,18954,,,new
3440,الزوجة,18937,,,new
3441,ثانوية,18936,,,new
3442,السوداء,18935,,,new
3443,وأصبحت,18935,,,new
3444,توفيق,18921,,,new
3445,وم,18918,,,new
3446,الحاج,18917,,,new
3447,جناح,18909,,,new
3448,العاشر,18909,,,new
3449,إحصاءات,18899,,,new
3450,رشيد,18894,,,new
3451,تصنيع,18884,,,new
3452,الفكر,18883,,,new
3453,أيرلندي,18879,,,new
3454,النفسية,18855,,,new
3455,ممارسة,18851,,,new
3456,مسيرة,18851,,,new
3457,بمجلة,18839,,,new
3458,معطيات,18835,,,new
3459,مزدوجة,18829,,,new
3460,فؤاد,18805,,,new
3461,خلاصة,18799,,,new
3462,موجود,18794,,,new
3463,الباب,18778,,,new
3464,للقوات,18777,,,new
3465,حارة,18763,,,new
3466,بعيد,18761,,,new
3467,تهدف,18760,,,new
3468,سعوديون,18755,,,new
3469,روائيين,18749,,,new
3470,النسائية,18744,,,new
3471,الأسترالي,18735,,,new
3472,القضايا,18734,,,new
3473,الأماكن,18731,,,new
3474,الغذائية,18731,,,new
3475,النفاث,18725,,,new
3476,تورونتو,18724,,,new
3477,للدولة,18720,,,new
3478,تلقى,18713,,,new
3479,مشترك,18712,,,new
3480,بكين,18712,,,new
3481,جبهة,18706,,,new
3482,طنجة,18701,,,new
3483,الأميرة,18692,,,new
3484,الرد,18687,,,new
3485,ساهم,18679,,,new
3486,مدني,18658,,,new
3487,يرى,18657,,,new
3488,للنساء,18652,,,new
3489,أصدرت,18649,,,new
3490,بوست,18643,,,new
3491,الخليفة,18637,,,new
3492,وأيضا,18633,,,new
3493,الآسيوي,18622,,,new
3494,الغذاء,18612,,,new
3495,عروض,18611,,,new
3496,قانوني,18604,,,new
3497,كلاسيكيون,18585,,,new
3498,النائب,18582,,,new
3499,البرازيلي,18579,,,new
3500,الكلمات,18575,,,new
3501,الجامع,18555,,,new
3502,الشرف,18555,,,new
3503,مراقبة,18542,,,new
3504,لمذ,18539,,,new
3505,الرئاسة,18534,,,new
3506,جزئي,18525,,,new
3507,كيبك,18525,,,new
3508,وتعليم,18515,,,new
3509,دونالد,18514,,,new
3510,ثلاثية,18503,,,new
3511,البحيرة,18503,,,new
3512,راديو,18501,,,new
3513,مؤرخون,18498,,,new
3514,المريض,18493,,,new
3515,السفينة,18488,,,new
3516,سبورتس,18484,,,new
3517,الأوروغواي,18477,,,new
3518,أعداد,18468,,,new
3519,مكسيكي,18452,,,new
3520,الشاملة,18437,,,new
3521,عدن,18432,,,new
3522,الأزرق,18427,,,new
3523,الأردني,18426,,,new
3524,زوجها,18419,,,new
3525,معبد,18414,,,new
3526,شائع,18408,,,new
3527,الجامعي,18393,,,new
3528,المستشفى,18393,,,new
3529,لل,18390,,,new
3530,طبقات,18370,,,new
3531,العلامة,18370,,,new
3532,يجعل,18353,,,new
3533,لتحديد,18350,,,new
3534,الفرعية,18349,,,new
3535,كلارك,18343,,,new
3536,الفيلق,18329,,,new
3537,لبعض,18328,,,new
3538,الموصل,18312,,,new
3539,دبلوماسي,18301,,,new
3540,روائي,18299,,,new
3541,كون,18286,,,new
3542,وتقع,18284,,,new
3543,ميزانية,18280,,,new
3544,الجغرافي,18276,,,new
3545,الفيزيائية,18273,,,new
3546,ويبلغ,18269,,,new
3547,أساقفة,18260,,,new
3548,النقد,18249,,,new
3549,سارة,18245,,,new
3550,تابع,18237,,,new
3551,رسميا,18208,,,new
3552,قارة,18194,,,new
3553,تمتلك,18191,,,new
3554,لمدينة,18185,,,new
3555,وإلى,18177,,,new
3556,مسافة,18175,,,new
3557,النحو,18174,,,new
3558,هيكل,18172,,,new
3559,الهوية,18160,,,new
3560,غواتيمالا,18156,,,new
3561,مسجلة,18153,,,new
3562,العالية,18151,,,new
3563,منخفضة,18149,,,new
3564,مركبة,18149,,,new
3565,صيف,18146,,,new
3566,جنوبية,18138,,,new
3567,راشد,18134,,,new
3568,باول,18131,,,new
3569,سعودية,18130,,,new
3570,سباحة,18123,,,new
3571,وثيقة,18116,,,new
3572,أخضر,18113,,,new
3573,النقدية,18109,,,new
3574,الى,18100,,,new
3575,نبراسكا,18095,,,new
3576,إيرانيون,18088,,,new
3577,أركنساس,18088,,,new
3578,سريع,18080,,,new
3579,بكل,18079,,,new
3580,رحلات,18079,,,new
3581,ضعف,18075,,,new
3582,الحقيقية,18066,,,new
3583,الأعراض,18050,,,new
3584,الفلسطينيين,18047,,,new
3585,بشدة,18046,,,new
3586,اتفاق,18026,,,new
3587,مدنية,18020,,,new
3588,اتصال,18004,,,new
3589,دكتور,18002,,,new
3590,لجميع,18000,,,new
3591,انقلاب,17998,,,new
3592,عقب,17989,,,new
3593,سلامة,17986,,,new
3594,الفقه,17984,,,new
3595,قرون,17981,,,new
3596,القوانين,17972,,,new
3597,قبول,17967,,,new
3598,مغنية,17964,,,new
3599,أغلب,17945,,,new
3600,كوميدي,17942,,,new
3601,الأحزاب,17933,,,new
3602,زملاء,17924,,,new
3603,الآداب,17921,,,new
3604,القراءة,17920,,,new
3605,البيزنطية,17920,,,new
3606,طفل,17908,,,new
3607,الشخصي,17905,,,new
3608,الناصر,17900,,,new
3609,والتنمية,17897,,,new
3610,توقف,17897,,,new
3611,يقرب,17894,,,new
3612,قديم,17884,,,new
3613,روفرز,17878,,,new
3614,البروج,17877,,,new
3615,كافة,17869,,,new
3616,صراع,17869,,,new
3617,المكرمة,17868,,,new
3618,الأجهزة,17861,,,new
3619,موناكو,17860,,,new
3620,يطلق,17858,,,new
3621,سمح,17855,,,new
3622,الجمهور,17854,,,new
3623,الأنظمة,17844,,,new
3624,محدد,17842,,,new
3625,لتعادل,17840,,,new
3626,تقنيات,17835,,,new
3627,البابا,17834,,,new
3628,بحري,17817,,,new
3629,أزمة,17817,,,new
3630,للمحترفين,17815,,,new
3631,اطلع,17810,,,new
3632,الد,17806,,,new
3633,محسن,17805,,,new
3634,نمساويون,17804,,,new
3635,المجتمعات,17803,,,new
3636,يذكر,17800,,,new
3637,شاشة,17800,,,new
3638,إقامة,17788,,,new
3639,الخلية,17788,,,new
3640,الحميد,17787,,,new
3641,مصور,17781,,,new
3642,مئوية,17771,,,new
3643,التوالي,17768,,,new
3644,معلم,17756,,,new
3645,الجريدة,17755,,,new
3646,الاحتراف,17744,,,new
3647,الانتخابية,17738,,,new
3648,صرب,17738,,,new
3649,بافاريا,17730,,,new
3650,اتجاه,17728,,,new
3651,القاضي,17727,,,new
3652,عتقد,17723,,,new
3653,وسائط,17723,,,new
3654,محاضرات,17697,,,new
3655,مكسيكيون,17692,,,new
3656,فلسطيني,17688,,,new
3657,روسية,17684,,,new
3658,صوفيا,17676,,,new
3659,رومانسية,17667,,,new
3660,الصدر,17658,,,new
3661,الميدالية,17657,,,new
3662,وتشمل,17648,,,new
3663,الرسوم,17647,,,new
3664,أرجو,17640,,,new
3665,بنصف,17631,,,new
3666,ماكس,17630,,,new
3667,مغاربة,17628,,,new
3668,التركيز,17608,,,new
3669,بلدان,17604,,,new
3670,صاروخ,17602,,,new
3671,لين,17600,,,new
3672,البرتغالي,17600,,,new
3673,قابلة,17595,,,new
3674,مواجهة,17590,,,new
3675,الحرس,17582,,,new
3676,نسبية,17573,,,new
3677,سام,17557,,,new
3678,الخيالية,17542,,,new
3679,الأدنى,17538,,,new
3680,مرحبا,17533,,,new
3681,تسمح,17531,,,new
3682,المعارك,17526,,,new
3683,برمجة,17522,,,new
3684,ودية,17515,,,new
3685,آلية,17513,,,new
3686,أدوات,17480,,,new
3687,الإعاقة,17473,,,new
3688,الكلام,17470,,,new
3689,ورقة,17470,,,new
3690,واضحة,17466,,,new
3691,أثرية,17466,,,new
3692,فقدان,17466,,,new
3693,الاتفاق,17459,,,new
3694,در,17457,,,new
3695,التعامل,17454,,,new
3696,محلي,17454,,,new
3697,التقدم,17453,,,new
3698,رئيسا,17438,,,new
3699,حقل,17432,,,new
3700,هوليوود,17415,,,new
3701,هايتي,17415,,,new
3702,أسلحة,17407,,,new
3703,للاتصالات,17397,,,new
3704,المشترك,17394,,,new
3705,نزاع,17387,,,new
3706,ليصبح,17374,,,new
3707,إسرائيليون,17369,,,new
3708,بالدولار,17367,,,new
3709,وقام,17365,,,new
3710,القصيرة,17358,,,new
3711,أزرق,17356,,,new
3712,ستيف,17353,,,new
3713,الجزائري,17346,,,new
3714,طن,17343,,,new
3715,المشاريع,17340,,,new
3716,قتلوا,17335,,,new
3717,تماما,17319,,,new
3718,النيابية,17319,,,new
3719,قضاة,17317,,,new
3720,جلال,17314,,,new
3721,فوكس,17310,,,new
3722,سياسيو,17306,,,new
3723,تتعلق,17304,,,new
3724,القبض,17302,,,new
3725,يعانون,17294,,,new
3726,المحترفة,17284,,,new
3727,تلقائي,17281,,,new
3728,جزائري,17280,,,new
3729,لأجرام,17274,,,new
3730,الهداف,17256,,,new
3731,أوغندا,17254,,,new
3732,اليسار,17251,,,new
3733,يونيكود,17243,,,new
3734,لمسار,17237,,,new
3735,النفسي,17229,,,new
3736,فورمولا,17227,,,new
3737,العباسية,17226,,,new
3738,حراس,17204,,,new
3739,ثنائيات,17199,,,new
3740,الوزير,17198,,,new
3741,ديبورتيفو,17196,,,new
3742,جوي,17193,,,new
3743,العوامل,17188,,,new
3744,ويكيميديا,17186,,,new
3745,المقارنة,17178,,,new
3746,المجلة,17172,,,new
3747,أمن,17150,,,new
3748,المطلوب,17145,,,new
3749,بوش,17145,,,new
3750,أرجنتيني,17138,,,new
3751,شك,17134,,,new
3752,المالك,17129,,,new
3753,الأصغر,17128,,,new
3754,برو,17126,,,new
3755,أندريه,17126,,,new
3756,بيير,17125,,,new
3757,الأساس,17123,,,new
3758,سد,17103,,,new
3759,أوبرا,17094,,,new
3760,التقليدي,17083,,,new
3761,خراسان,17082,,,new
